,Unnamed: 0,model,prompt,size(B),language,prediction,prompt_formality,id,formality,annotator,annotation_id,created_at,updated_at,lead_time
1089,1089,BLOOM,"আরও অনেকের মতো আপনিও হয়তো মনে করতে পারেন যে, উন্নত জীবনযাপনের জন্য ধর্মের তেমন কোনো গুরুত্ব নেই",7.1,bn,"।
কিন্তু এর উল্টোটাও হতে পারে। অনেকে হয়তো মনে করেন, উন্নত জীবনযাপনের জন্য সব ধরনের সুখ-স্বাচ্ছন্দ্যের পাশাপাশি উন্নত খাদ্যাভ্যাস, উন্নত জীবনযাপন এবং জীবনকে সুন্দরভাবে উপভোগ করার কোনো বিকল্প নেই। এক্ষেত্রে ধর্মের প্রভাব সম্পর্কে মনে করা হয়, ধর্মের মতো কোনো বিষয় দিয়ে কোনো মানুষের ভালো বা খারাপ হওয়ার কোনো উপায় নেই। অর্থাৎ ভালো বা খারাপ হওয়ার জন্য ধর্মের প্রভাব কোনো কাজে আসে না।
আসলে এই ধারণাটি ভুল প্রমাণিত হয়েছে। ইসলাম ধর্মের অনেকগুলো বিষয় মানুষকে উন্নত জীবনযাপনের ক্ষেত্রে সহায়ক ভূমিকা রাখতে পারে।
১. খাদ্যাভ্যাসের প্রতি আগ্রহ সৃষ্টির মাধ্যমে মানুষকে খাওয়া-দাওয়ার বিষয়ে সচেতন করা : ইসলামে খাদ্যাভ্যাসের ব্যাপারে যথেষ্ট গুরুত্ব দেওয়া হয়েছে। খাদ্যের ভালো-মন্দ তার প্রভাব মানুষের",Formal,6124,Formal,13,912,2022-11-05T19:00:14.264541Z,2022-11-05T19:00:14.264565Z,583.439
1090,1090,BLOOM,সেজন্য আন্তরিকভাবে আমরা দুঃখ প্রকাশ করছি,7.1,bn,"। এছাড়া ভবিষ্যতে আর এ ধরনের ঘটনা ঘটবে না, এমন নিশ্চয়তা দিয়ে তিনি বলেন, আর যদি কেউ কোন অনুষ্ঠানে এমনটি করে, তাহলে আমি আইনগত ব্যবস্থা নেব। এই ভিডিওটির ব্যাপারে আমাদের কাছে কোন তথ্য নেই। এ ভিডিওটির ব্যাপারে তথ্য পেলে আইনগত ব্যবস্থা নেয়া হবে।
মিয়ানমারে সেনাবাহিনীর অভ্যুত্থানের ঘটনায় বাংলাদেশে উদ্বেগের কথা বলেছেন ঢাকায় নিযুক্ত দেশটির রাষ্ট্রদূত তুন ডং।
তিনি বলেন, মিয়ানমারের গণতন্ত্র এবং জনগণের স্বাধীনতার জন্য আমাদের উদ্বেগ রয়েছে। দেশটির অভ্যন্তরীণ বিষয়ে হস্তক্ষেপের কোন সুযোগ নেই। তিনি বলেন, সামরিক সরকারের কর্মকাণ্ড নিয়ে কেউ উদ্বেগ প্রকাশ করলে আমি নিশ্চিত, তা আমাদের জাতীয় স্বার্থের পরিপন্থী হবে।",Formal,6123,Formal,13,911,2022-11-05T18:50:28.301368Z,2022-11-05T18:50:28.301386Z,308.823
1091,1091,BLOOM,"তাই, তিনি যদি এই মামলায় ব্যর্থ হন, তাহলে আমরা সকলে অনেক সমস্যার মুখোমুখি হবো।",7.1,bn," আর সেটা আমাদের অনেকেরই ভাল লাগবে না”। আর এই ঘটনার ফলে তাঁর পক্ষে আইনজীবী নিয়োগ করা সম্ভব হচ্ছে না বলেও জানান তিনি।
এবিষয়ে পুলিশের মুখ্যসচিব রাজীব কুমারের বক্তব্য, “মহারাষ্ট্রের আইনশৃঙ্খলা যথেষ্ট ভালো। কিন্তু মহারাষ্ট্রের মানুষ খুব একটা যুক্তিসঙ্গত হতে পারছেন না। তাই কোনও সমস্যা হলে আমরা তাদের পাশে থাকব।” মহারাষ্ট্রের মুখ্যমন্ত্রী দেবেন্দ্র ফড়নবীশের দাবি, “সন্ত্রাসীদের হাত থেকে এই শহরকে মুক্ত করা হচ্ছে। আমরা আমাদের দায়িত্ব ঠিকভাবেই পালন করছি।”
আজকাল আমরা সবাই খুব সহজেই নিজের কম্পিউটারে বিভিন্ন ব্রাউজারে অ্যাকাউন্ট করা হয়ে থাকে। কিছু ব্রাউজার আছে যেগুলো ব্যবহারকারিদের সুবিধার জন্য অনেক কিছু উন্নত করে। তবে সেই সব",Formal,6122,Formal,13,910,2022-11-05T18:45:17.715269Z,2022-11-05T18:45:17.715283Z,67.754
1092,1092,BLOOM,"ধৃতদের বিরুদ্ধে মারধর, ছিনতাই-সহ একাধিক অভিযোগে মামলা রুজু করা হয়েছে",7.1,bn,"। গ্রেফতারকৃতদের জিজ্ঞাসাবাদের পর জানা যায়, মৃত সজল কর্মকারের ছেলে সৌমিত্র কর্মকার ওরফে ‘প্রক্টর’ একাই এ সমস্ত ঘটনার পরিকল্পনা করে। তাঁর সহযোগীদের নাম জানা যায়, তারা হলো, মৃত প্রলয় কর্মকারের পুত্র পৈত্রিক বন্ধু অমল কর্মকার ওরফে পোলা, মৃত পৈত্রিক বন্ধু রাম গোপাল কর্মকারের পুত্র প্রবীর কর্মকার ওরফে পিন্টু। এছাড়াও মৃত প্রলয় কর্মকারের পুত্র রনজিত কর্মকার ওরফে প্যাজলা, প্রবীর কর্মকারের পুত্র সঞ্জয় কর্মকার, অমল কর্মকারের পুত্র অভিরাজ কর্মকার ওরফে পেয়ার ও মৃত সতন কর্মকারের পুত্র রতন কর্মকার ওরফে চুনু,",Formal,6121,Formal,13,909,2022-11-05T18:44:08.953341Z,2022-11-05T18:44:08.953357Z,5.066
1093,1093,BLOOM,এবং এর সাক্ষী ছিল গোটা বিশ্ব।,7.1,bn,"’ তিনি বলেন, ‘এই ঘটনার পর থেকেই ইসরাইলি বাহিনীর বিরুদ্ধে গণহত্যার অভিযোগ আনে পাকিস্তান।’ এদিকে, গত বুধবার রাতে পাকিস্তানের পার্লামেন্টে একটি প্রস্তাব পাস হয়। এতে ইসরাইলি দখলদারিত্বের বিরুদ্ধে ফিলিস্তিনের প্রতিরোধের প্রতি সংহতি প্রকাশের কথা বলা হয়েছে। প্রস্তাবটিতে বলা হয়, ‘ইসরাইলি দখলদারিত্বের বিরুদ্ধে ফিলিস্তিনের জনগণের প্রতিরোধ ও ফিলিস্তিনের অধিকার প্রতিষ্ঠায় ইসরাইলকে সবধরনের সাহায্য দিতে হবে।’ ওই প্রস্তাবে ইসরাইল ও মার্কিন যুক্তরাষ্ট্রকে ফিলিস্তিনের ভূখণ্ড দখল থেকে মুক্তি দেয়ারও আহ্বান জানানো হয়। প্রস্তাবে বলা হয়, ‘বিশ্বকে অবশ্যই অবিলম্বে ইসরাইলি দখলদারিত্ব থেকে মুক্তি দিয়ে দখলদারকে তাদের ভূখণ্ডে প্রত্যাহারের আহ্বান জানাতে হবে।’",Formal,6120,Formal,13,908,2022-11-05T18:44:02.583650Z,2022-11-05T18:44:02.583672Z,108.901
1094,1094,BLOOM,"যদি আমরা কখনো এমন এলাকায় থাকি যেখানে ঈশ্বরের লোকেদের কোনো মণ্ডলী নেই, তাহলে আমাদের ক্রমাগত কী করে যাওয়া উচিত",7.1,bn,? - মার্ক ৭:৪.; - মথি ২১:১; - লূক ১০:১; - যোহন ১:৪.,Formal,6119,Incohesive,13,907,2022-11-05T18:42:12.698175Z,2022-11-05T18:42:12.698189Z,404.476
1095,1095,BLOOM,"কেননা, প্রত্যেকেই ক্ষতিগ্রস্ত হয়েছেন।",7.1,bn," আমি মনে করি, এই দুই ইস্যুতে একটা সহাবস্থানে আসতে হবে। আজ মঙ্গলবার সন্ধ্যা ৭টা ১০ মিনিটে এই টেলিফোন আলাপে আওয়ামী লীগ সাধারণ সম্পাদক এবং সড়ক পরিবহন ও সেতুমন্ত্রী ওবায়দুল কাদেরের সঙ্গে বিএনপি মহাসচিব মির্জা ফখরুল ইসলামের কথাবার্তা হয়।
মালয়েশিয়ায় করোনা ভাইরাসে আক্রান্ত হয়ে এক বাংলাদেশী শিক্ষার্থীর মৃত্যু হয়েছে। তিনি রাজশাহী বিশ্ববিদ্যালয়ের ব্যবসায় প্রশাসন বিভাগের প্রথম বর্ষের ছাত্র।
সোমবার রাতে একটি বেসরকারি টিভিকে এসব তথ্য জানিয়েছেন রাজশাহী বিশ্ববিদ্যালয়ের ব্যবসায় প্রশাসন বিভাগের প্রভাষক শরিফুল ইসলাম।
তিনি বলেন, করোনায় আক্রান্ত হয়ে তিনি রোববার রাতে মারা গেছেন। তাকে দাফন করতে গিয়ে আমার সঙ্গে কথা হয়েছে।
এদিকে তার শোকে কাতর হয়েছেন তার বন্ধুরা। এক শিক্ষার্থীর মৃত্যু নিয়ে তারা ফেসবুক স্ট্যাট",Formal,6117,Formal,13,905,2022-11-05T18:35:02.586816Z,2022-11-05T18:35:02.586833Z,2448.564
1096,1096,BLOOM,"এক বৃদ্ধা ব্যতীত, সে ছিল ধ্বংস প্রাপ্তদের অন্তর্ভুক্ত",7.1,bn,"।
আর আল্লাহ সকল বিষয়ে অবহিত।’
তিনি বলেন, আমি রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়া সাল্লামকে বলতে শুনেছি, ‘সর্বোত্তম নাম্বারের মালিক হচ্ছে- আব্দুল্লাহ।
‘ইয়া’আল্লাহু আকবর’ অর্থ হল, ‘আল্লাহর শপথ, আমি তোমাদের প্রতি আল্লাহর উপর ওহী এনেছি,’ যা আল্লাহ তা‘আলা বলেছেন, ‘তোমরা আল্লাহর জন্য আল্লাহর কসম করো। আর আল্লাহ জেনে রাখবেন তোমরা কিসের কসম করছো?’",Formal,6116,Formal,13,904,2022-11-05T17:53:46.828395Z,2022-11-05T17:53:46.828408Z,4.762
1097,1097,BLOOM,এই জন্যই আমরা হাজির ছিলাম।,7.1,bn," আপনারা আমাকে চেনেন না। আসলে আমি আপনাদের চেনা ছিলাম, আমার বন্ধু ছিলেন। আমি আপনাদের সঙ্গে কথা বলি না, তবে আপনাদের সঙ্গে যোগাযোগ রাখি।’এই সময় ডিজিটাল ডেস্ক: 'দুষ্কৃতকারীদের হাত থেকে বাঁচতে দিল্লি উড়ে এলাম। এই কারণে আমি আপনাদের সঙ্গে দেখা করতে এসেছিলাম। আপনাদের আমি চিনতাম না। আমি আপনাদের সঙ্গে কথা বলতাম না। কিন্তু আপনাদের সঙ্গে যোগাযোগ রাখতাম। আমি আপনাদের বন্ধু। আপনাদের বন্ধু ছিলাম।'
গোটা ঘটনার বর্ণনা দিলেন এক পরিচিত জন। নাম শিবনাথ। তিনি বলেন, 'গত শনিবার রাতে বাড়ি ফিরছিলাম। কিছু সময় পর আচমকাই আমার মনে হতে লাগল যে, আমার পাশে কেউ দাঁড়াচ্ছে। মনে হচ্ছে কেউ আমাকে লক্ষ্য করছিল। কিন্তু আমি বুঝতে পারছিলাম না,",Formal,6115,Informal,13,903,2022-11-05T17:53:40.816452Z,2022-11-05T17:53:40.816467Z,171.341
1098,1098,BLOOM,দলকে সামনে থেকে নেতৃত্ব দিয়েছেন,7.1,bn,মাশরাফি বিন মর্তুজা। অধিনায়কত্ব পাওয়ার পর প্রথমবারের মতো টেস্ট সিরিজ জেতে টাইগাররা। সেই সিরিজ জয়ে নেতৃত্ব দিয়েই জাতীয় দলের নেতৃত্ব থেকে সরে দাঁড়ানোর ইঙ্গিত দিয়েছিলেন মাশরাফি বিন মর্তুজা। তবে সেই গুঞ্জনকে উড়িয়ে দিয়ে আবারও জাতীয় দলে ফিরে আসছেন তিনি।,Formal,6114,Formal,13,902,2022-11-05T17:50:46.661283Z,2022-11-05T17:50:46.661296Z,4.521
1099,1099,BLOOM,অথচ যখন তুমি বয়সের ভারে হবে নত,7.1,bn,", তখনও তুমি তোমার এই পবিত্র দেহ নিয়ে পৃথিবীর আলো ছড়াতে আসছ। পৃথিবীর মানুষের জন্য কল্যাণ সঞ্চয় করতে। আল্লাহর জন্য নেক আমল। এই পৃথিবীর সকল মানুষের জন্য কল্যাণ সঞ্চয় করাই হচ্ছে জীবনের শ্রেষ্ঠ কাজ।”
আমরা সবাই জানি, আল্লাহ তায়ালা কোনো কাজ আদায় করার জন্য কোনো ব্যক্তির জীবন দিয়ে মূল্য নির্ধারণ করেন না। আল্লাহর কাছে আমরা কী কি কাজ করেছি তা বড় কোনো বিষয় নয়। বরং তিনি আমাদের প্রতি তাঁর কী মনোভাব রেখেছেন তা-ই বড়।
আমরা হয়তো জানি না যে, অনেক বড় একটি কাজের সঙ্গে সম্পৃক্ত হলে আমাদের মধ্যে যে অনুভূতি আসে তা আমরা কখনো অনুভব করি না। আমরা হয়তো জানি না যে, এ কাজের জন্য আল্লাহর কাছে কী পরিমাণ মর্যাদা আছে, কিন্তু তাঁর সঙ্গে সম্পর্ক সৃষ্টি হলে আমরা অনুভব করি। আমরা",Formal,6113,Formal,13,901,2022-11-05T17:50:39.697173Z,2022-11-05T17:50:39.697194Z,14.015
1100,1100,BLOOM,ইভান রায়: পাবলিক-টি গুরুত্বপূর্ণ। এটি সম্ভাব্যতা এবং প্রভাবশালীতার ক্ষেত্রে জার্মানি এবং এমনকি ইউরোপের বাইরেও গুরুত্বপূর্ণ।,7.1,bn," ইউরোপেও এটি গুরুত্বপূর্ণ।
ইভান রায়: তা আমরা জানি না, তবে এর একটি গুরুত্বপূর্ণ কারণ এই অঞ্চলে আমাদের দীর্ঘমেয়াদী অংশীদারিত্ব রয়েছে। আমাদের অংশীদারিত্বের দীর্ঘস্থায়ী কারণটি হল আমাদের প্রতিরক্ষা অংশীদারিত্ব এবং আমরা আমাদের প্রতিরক্ষা সম্পর্কের জন্য একসঙ্গে কাজ করি। এর ফলে, যা সম্ভব, তা একটি দীর্ঘ সময়ের জন্য করা সম্ভব হয়েছে।",Formal,6112,Formal,13,900,2022-11-05T17:42:47.718997Z,2022-11-05T17:42:47.719011Z,17.753
1101,1101,BLOOM,বিশ্রামবার - বিশ্রাম নেওয়া এবং উপাসনা করার এক সময়,7.1,bn," হিসেবে ঈশ্বরের আশীর্বাদ পাওয়া যায় যখন তা দেওয়া হয় - কিন্তু তা নয় যে, বিশ্রামবার আমাদের জন্য আনন্দময়, বা উপাসনার জন্য।- ১ পিতর ৫:৬.",Formal,6111,Formal,13,899,2022-11-05T17:42:28.318229Z,2022-11-05T17:42:28.318248Z,6.269
1102,1102,BLOOM,"বিশ্বাস করুন, এই গল্পটা অদ্ভুত",7.1,bn," নয়। সত্যি কথা হল, বিশ্বের অনেক দেশেই মানুষ এই ধরনের ঘটনার সম্মুখীন হয়। তবে ভারতে এটা খুবই সাধারণ একটা ঘটনা। তবে এবার এমন ঘটনা ঘটল, যা অতিরঞ্জিত হয়ে দাঁড়িয়েছে।",Formal,6110,Formal,13,898,2022-11-05T17:42:20.455018Z,2022-11-05T17:42:20.455032Z,4.63
1103,1103,BLOOM,নবাবগঞ্জ জেলার শিবগঞ্জ থানার শাহবাজপুর ইউনিয়নের ফিরোজপুর মৌজায় ছোট সোনা মসজিদের উত্তর-পশ্চিম দিকে মাত্র আধা মাইল দূরে এটি অবস্থিত,7.1,bn,"। মসজিদের প্রাচীরে অলংকার খচিত কারুকার্যখচিত অসংখ্য নকশা আছে। মসজিদের দরজার চারটি পাল্লা রয়েছে। এগুলোর প্রত্যেকটির উপরে একটি করে করে নকশা রয়েছে। এসব নকশায় বিভিন্ন পশু-পাখির ছবি, ফুল, ঝাড়, পদ্মপাতা, শাপলা ইত্যাদি আঁকা হয়েছে। মসজিদের সামনের উঠান, ছাদের ও ছাদের উপর বসার জায়গা, ও ক্বাবা ঘরে দেয়ালের আন্দরকিল্লা ও টিনের ছাউনি ও ছাদে কারুকার্যখচিত বিভিন্ন নকশা দেখা যায়। মসজিদের অভ্যন্তরে পশ্চিম দেয়াল বেয়ে উপরে উঠতে গিয়ে দেখা যায়, উপরে একটি টিন নির্মিত আন্দরকিল্লা। মসজিদ ভবনের তিনদিক থেকে ছাদে উঠার সিঁড়ি আছে",Formal,6109,Formal,13,897,2022-11-05T17:42:14.571219Z,2022-11-05T17:42:14.571234Z,7.1
1104,1104,BLOOM,ক্রমান্বয়ে জমে ওঠা প্রচুর পলি গড়াই-গঙ্গার সংযোগস্থলকে হুমকির মুখে ঠেলে দেয়ার দরুন শুষ্ক মৌসুমে গড়াই নদীর প্রবাহে উল্লেখযোগ্য অবনমন লক্ষ্য করা যায়,7.1,bn,"। পদ্মা নদী তীরের এ অঞ্চলটির অনেকাংশ বর্ষাকালে বন্যার পানির তান্ডবে নদী থেকে বিচ্ছিন্ন হয়ে যায়। ফলে এ এলাকা পদ্মা নদীতে তলিয়ে যাওয়ার সম্ভাবনা আছে।
উপজেলা নির্বাহী কর্মকর্তা মোঃ আব্দুল্লাহ আল-মামুন বলেন, নদী ভাঙ্গন রোধ করতে আমি পানি উন্নয়ন বোর্ডের উর্ধ্বতন কর্মকর্তার সাথে কথা বলেছি এবং প্রয়োজনীয় ব্যবস্থা গ্রহণ করবো।",Formal,6108,Formal,13,896,2022-11-05T17:42:06.171040Z,2022-11-05T17:42:06.171054Z,5.9
1105,1105,BLOOM,সহজেই নিরাময় করা যায় এই ধরনের অসুখ,7.1,bn,"ের।
* টাটকা ফলমূল এবং সবুজ শাক-সবজি বেশি করে খেতে হবে। যেমন: পেঁপে, গাজর, শিম, করলা, টম্যাটো, বাঁধাকপি, ব্রকোলি, বাঁধাকপি, গাজর, শাক, শালগম, আপেল, স্ট্রবেরি, বাদাম এবং কলার মতো পুষ্টি সমৃদ্ধ খাবার বেশি করে খেতে হবে।
* এই ধরনের রোগীদের প্রচুর পরিমাণে পানি এবং তরল খেতে হবে। পাশাপাশি খাবার হিসেবে তরল খাবারই বেশি করে খেতে হবে।
* দিনে তিনটি করে ভিটামিন এ সমৃদ্ধ খাবার খাওয়া দরকার। কারণ, ভিটামিন এ মাংসের চেয়ে বেশি কাজ করে। ভিটামিন এ সমৃদ্ধ খাবারগুলো হলো-
* ভিটামিন বি এর",Formal,6107,Formal,13,895,2022-11-05T17:41:58.851835Z,2022-11-05T17:41:58.851874Z,18.112
1106,1106,BLOOM,"""সাহিত্যিকভাবে, যিহোবা আমাদের পরামর্শ দেন: """"হে প্রিয়জনগণ, কেন তোমরা আমার আজ্ঞাসমূহ লক্ষ্যপূর্ব্বক পালন কর না?""",7.1,bn,"""- রোমীয় ৭:২৬."" এটা কেবল ঈশ্বরের বাক্যকেই ""খ্রিষ্টের আজ্ঞাসমূহ"" বলে উল্লেখ করতে পারে।

খ্রিষ্টধর্মের প্রাথমিককালে, পবিত্র শাস্ত্রকে সাধারণভাবে ""মহিলাদের"" জন্য নিষিদ্ধ করা হয়েছিল। যদিও নারী ও পুরুষ উভয়ের জন্য বাইবেলে অনেকগুলি উদ্ধৃতি পাওয়া যায়, এটি ঈশ্বরের নির্দেশনা হিসাবে ঈশ্বরের পক্ষ থেকে সরাসরি করা হয়নি। উদাহরণস্বরূপ, ১ করিন্থীয় ১২:৯-১৪ বলে, ""যদি কোনো নারী তার পুরুষ সঙ্গীর সাথে যৌনতা করার চেষ্টা করে, তবে সে ঈশ্বরের কাছে যৌনাচারী বলে গণ্য হবে এবং অপরাধী।"" যদি কোনো পুরুষ তার স্ত্রীকে যৌনসেবা প্রদান করতে চায়, তবে এটি ""যৌনাচারী"" এবং অপরাধী",Formal,6106,Formal,13,894,2022-11-05T17:41:39.769701Z,2022-11-05T17:41:39.769723Z,10.44
1107,1107,BLOOM,আমি তাঁকে চিনতে পারছি না।,7.1,bn," আমি জানতাম না। কিন্তু তাঁর সেই স্ট্যাটাসের সঙ্গে আমার একটা ছবি আমি দিয়ে দিলাম। ছবি দেখে মানুষ বলে আমাকে চিনতে পেরেছে কি না। এরপর তিনি সেই ছবিটা নিয়ে ছবি তোলার সঙ্গে সঙ্গে স্ট্যাটাস দিলেন যে তিনি আমাকে চিনতে পেরেছেন। এই একটা স্ট্যাটাস তাঁর প্রায় ২০-২২ হাজার লাইক হয়েছে। এরপর আমরা এই বিষয়ে কথা বলতে চাই, তার পর তাঁর সঙ্গে কথা বলতে চাই।’
এ বিষয়ে তিনি আরও বলেন, ‘আমি আমার ব্যক্তিগত পরিচয় থেকে তাঁকে বলি, ওনাকে আমার ছবি দিয়ে আমার নিজের ছবিটা পোস্ট করতে বলেন। তারপর উনি আমার নাম বলেন। এরপর বলি যে আমার ছবি দিয়ে আমাকে পোস্ট করতে বলেছেন। ওনাকে আমার ছবি দিয়ে একটা পোস্টে আমার নিজের নামটা দিতে বলেছি, তার পর ও",Formal,6105,Informal,13,893,2022-11-05T17:41:25.941859Z,2022-11-05T17:41:25.941872Z,40.368
1108,1108,BLOOM,এর মধ্যে রয়েছে একটি জি-২ স্পেসিং রোবট। এর মধ্যে ত্বক ব্যতীত কিছুই নেই।,7.1,bn," রোবটটি মাত্র ৫ মিলিমিটার চওড়া। এই রোবটটি মানুষের মস্তিষ্কের মত কাজ করে। এবং মানুষের অনুভূতি হিসেবে তার মাঝে আবেগ দেখা যায়। এটি মানুষের মানসিক অবস্থা বোঝার চেষ্টা করে। এতে রয়েছে ৫টি ফিসার সেন্সর।
এছাড়া এই রোবটটি বিভিন্ন শারীরিক ক্রিয়া যেমন- হাঁটাচলা, হাত-পা না ঘুরানো এবং চোখ বন্ধ করা ইত্যাদি নিয়ন্ত্রণের চেষ্টা করে। কিন্তু এই রোবটটি কোন কথা বলে না। অর্থাৎ এটি মানুষের কথা শোনার মত কোন ক্ষমতা নেই।
তবে এটি মানুষের সাথে যোগাযোগের জন্য বিভিন্ন শব্দ বা সংকেত দেয়। এমন কি এতে কথা বলে থাকে। যার মধ্য দিয়ে মানুষ রোবটটিকে বোঝার চেষ্টা করে।
এই রোবটটি বিভিন্ন রকম শব্দ যেমন- ‘খেলা হবে’ ‘",Formal,6104,Informal,13,892,2022-11-05T17:40:41.609868Z,2022-11-05T17:40:41.609881Z,115.088
1109,1109,BLOOM,"এরপর তিনি বলেন, ‘আমি ঠিকই বুঝতে পারছি।",7.1,bn," সব থেকে খারাপ জিনিস হচ্ছে, তারা যা যা বলেছে সেগুলোকেই সত্য করে দেখতে হবে। আমি বুঝতে পারছি এটা সব সময়ই কঠিন কাজ।’",Formal,6103,Informal,13,891,2022-11-05T17:38:44.396990Z,2022-11-05T17:38:44.397003Z,267.37
1110,1110,BLOOM,মাগুরা জেলায় ৪টি উপজেলা রয়েছে,7.1,bn,"। এর মধ্যে মাগুরা সদর, শ্রীপুর, শালিখা ও মহম্মদপুর উপজেলা নিয়ে গঠিত হয়েছে ‘বাংলাদেশ জেলা পরিষদ আইন-২০০৬’ এর আওতায় গঠিত হয়েছে মহম্মদপুর সদর পরিষদ।",Formal,6102,Formal,13,890,2022-11-05T17:34:16.710333Z,2022-11-05T17:34:16.710355Z,14.419
1111,1111,BLOOM,তিনি স্মরণার্থ সভায় এবং স্মরণার্থ সভায়।,3.0,bn," আপনি আমার সাথে আমাদের ঘরে এবং আমার কাছেই ছিলেন, আপনি প্রার্থনা করেছেন, আমার জন্য প্রার্থনা করেছেন এবং এই সাক্ষ্য দিয়ে আপনি আমার এবং আমার ভাইয়ের কাছে আমার প্রতি ভালবাসা প্রকাশ করেছিলেন।
আমি এটা না লিখব। কারণ এটি অন্য কোথাও লেখা আছে। কারণ লোকেরা আমাকে দেখেনি এবং আমি তাদের কাছে আমার সাক্ষ্য দিয়েছি। এটা আমার জীবনে একটি বড় বিষয় ছিল এবং আমি মনে করি লোকেরা দেখেছে। আপনি আমাকে জিজ্ঞাসা করেছিলেন, "" আপনি কি তাদের দ্বারা বিশ্বাস করি?"" আমি আপনার সাথে কথা বলেছি যে এটি খুব শক্তিশালী ছিল, এবং এটা আমাকে আরও শক্তিশালী করেছিল। আমি তখনও সেই দিন এবং সেই সময় যা আমি বলতে শুরু করি, আমি তখনও সেই সময় এবং সেই দিন যা আপনি বলেছিলেন, আমি তখনও বলতাম, "" আমার কাছে আপনার জন্য",Formal,6101,Formal,13,889,2022-11-05T17:34:01.238464Z,2022-11-05T17:34:01.238485Z,13.428
1112,1112,BLOOM,খবর পেয়ে পুলিশ পৌঁছে দেহটি উদ্ধার করে,3.0,bn," ময়নাতদন্তের জন্য মর্গে পাঠিয়েছে। সোমবার সকাল সাড়ে আটটার দিকে উপজেলার উত্তর কাদিরপুর ইউনিয়নের চকবাজার গ্রামের বাড়িতে এ ঘটনা ঘটে। নিহত মো. আবদুল মতিনের স্ত্রী মোছা. নূরজাহান বেগম দাবি করেছেন, স্ত্রীকে হত্যার পর স্বামী আত্মহত্যা করেছেন।",Formal,6100,Formal,13,888,2022-11-05T17:33:43.882220Z,2022-11-05T17:33:43.882234Z,5.318
1113,1113,BLOOM,কিন্তু ইবলীস. সে অহংকার করল এবং অস্বীকারকারীদের অন্তর্ভুক্ত হয়ে গেল,3.0,bn,"। অতঃপর আল্লাহ তা’আলা তাদেরকে শাস্তি দেন। অতঃপর তারা তাদের পাপের কারণে মুত্যুকড়ে পরিণত হয়ে গেল। তখন ঈমান আনার জন্য আল্লাহ তা’আলা নূহকে প্রেরণ করেন। যে সকল মানুষ আল্লাহর সাথে কোন প্রকার মতভেদ করেনি। আল্লাহ তাদেরকে সত্তর বছরের এক দুঃস্বপ্ন উপহার দিয়ে বললেন, আমি তো তোমাদেরকে যা দিয়েছি, তোমরা তা স্বীকার করেছ। অতঃপর আল্লাহ তাদেরকে ধ্বংস করে দিলেন। তবে কেউ কাউকে হত্যা করল না। কিন্তু ঈমান আনার জন্য নূহ ও তার বংশধরদেরকে শাস্তি দেয়া হল। অতঃপর আল্লাহ সুবহানাহু ওয়া তা’আলা তাদেরকে এক দগদগে ঘা দ্বারা মুত্যুকড়ে পরিণত করলেন। এরপর আল্লাহ তাদেরকে ফেরৎ পাঠিয়ে দিলেন। তারা আল্লাহর",Formal,6099,Formal,13,887,2022-11-05T17:33:37.516598Z,2022-11-05T17:33:37.516621Z,12.873
1114,1114,BLOOM,মহাদেশ অনুযায়ী শহরের তালিকা (বা মহাদেশীয় অঞ্চল,3.0,bn,"গুলি অন্তর্ভুক্তকরণ অন্তর্ভুক্ত না করে অন্তর্ভুক্তিকরণ অনুসারে একটি তালিকা; তবে, যদিও এটি একটি মহাদেশে অন্তর্ভুক্ত, তবে এটি একটি মহাদেশ নয় বলে বিবেচিত হয়, এর কারণ হিসাবে রেফারেন্স, একটি মহাদেশের উদাহরণ - পশ্চিম ইউরোপের একটি দেশ, যেমন জার্মানি, ইতালি, স্পেন ও ইংল্যান্ড ইত্যাদি হিসাবে, যেমন, ইকুয়েডর অন্তর্ভুক্ত বা এটি অন্তর্ভুক্ত না করে অন্তর্ভুক্তিকরণ অনুসারে এটি অন্তর্ভুক্ত বা অন্তর্ভুক্তকরণের দিক দিয়ে এটি মহাদেশ হিসাবে বিবেচিত হয় কিনা তা স্পষ্ট নয় তবে মহাদেশ হিসাবে এর নাম ব্যবহার করা হয় বা অন্তর্ভুক্তকরণের দিক দিয়ে যা স্পষ্ট নয়, তা হল মহাদেশ হিসাবে তা উল্লেখ করা হয়।",Formal,6098,Formal,13,886,2022-11-05T17:33:23.681869Z,2022-11-05T17:33:23.681884Z,5.3
